,id,zipcode,lat,long,price,oneYear,threeYear,fiveYear
115,3626039325,98117,47.6981,-122.368,740500.0,798329.317163,900537.321418,953745.902396
116,3362400431,98103,47.6824,-122.347,518500.0,557488.257522,632482.380691,670291.597444
117,4060000240,98178,47.5009,-122.248,205425.0,220914.885507,245923.119939,275926.047776
118,3454800060,98168,47.4965,-122.303,171800.0,183640.902958,214745.284348,275122.257423
119,1695900060,98144,47.587,-122.294,535000.0,530873.527079,497542.725295,421395.842532
120,7278700070,98177,47.7728,-122.386,660000.0,708451.834194,825706.197472,936849.102573
121,6675500070,98034,47.7288,-122.226,391500.0,421501.617236,456762.114427,526308.189013
122,3626039187,98117,47.6999,-122.364,395000.0,418607.938066,508453.551101,522778.877277
123,3524049083,98118,47.5299,-122.266,445000.0,467482.709474,576424.434846,684218.286325
124,3275860240,98052,47.6897,-122.098,770000.0,843173.336383,909935.52768,1224458.64871
125,4389200955,98004,47.6141,-122.212,1450000.0,1336931.60759,1069144.29413,873698.714423
126,4058801670,98178,47.5091,-122.244,445000.0,476255.351829,527344.923706,595421.198022
127,8732020310,98023,47.3129,-122.39,260000.0,283629.278981,302263.104652,350775.483567
128,2331300505,98103,47.6763,-122.352,822500.0,873235.880503,1079058.19333,1050002.605
129,7853210060,98065,47.5319,-121.85,430000.0,468479.151686,516562.231714,607165.841115
130,3668000070,98092,47.2761,-122.152,212000.0,227082.94229,259040.140584,298350.961263
131,9545240070,98027,47.5343,-122.054,660500.0,700102.472606,851761.973369,962983.268925
132,1243100136,98052,47.697,-122.072,784000.0,827226.839682,967052.371169,1180255.72786
133,8929000270,98029,47.5517,-121.998,453246.0,486690.436994,528541.944038,649811.427954
134,2767602356,98107,47.6734,-122.38,675000.0,738781.880604,847924.260825,954839.436762
135,921049315,98003,47.3257,-122.296,199000.0,213211.168831,263385.071786,274639.122636
136,3655000070,98003,47.3309,-122.299,220000.0,241361.327816,268539.391626,306781.184659
137,4027700812,98028,47.7689,-122.266,452000.0,495292.937634,531350.412363,620942.03863
138,3992700335,98125,47.7135,-122.287,382500.0,414386.835691,501731.655885,542587.695389
139,2767603505,98107,47.6722,-122.381,519950.0,553821.154961,612217.898452,771833.997463
140,4232901525,98119,47.6338,-122.358,665000.0,724344.176254,883515.903602,941784.768609
141,1777500060,98006,47.5707,-122.128,527700.0,560302.654486,622900.272076,801834.996401
142,1432900240,98058,47.4563,-122.171,205000.0,219264.215062,269625.608503,265860.904289
143,6140100875,98133,47.7144,-122.351,420000.0,445674.386421,499050.981726,554594.735156
144,6071600370,98006,47.5495,-122.174,500000.0,546565.144298,613106.438738,648240.323077
145,1526069017,98077,47.7421,-122.026,921500.0,989097.448377,1184411.90159,1346224.47551
146,809001525,98109,47.6354,-122.353,890000.0,973781.251924,1051441.70965,1369026.00599
147,3224079105,98027,47.5262,-121.943,430000.0,459870.17975,564478.792456,624962.942223
148,8075400570,98032,47.3887,-122.286,258000.0,276235.576336,313022.688061,413965.24763
149,1994200024,98103,47.6873,-122.336,511000.0,552224.29385,675964.554516,767544.385567
150,3362900810,98103,47.6838,-122.353,532170.0,483332.01498,491446.602948,377572.200868
151,1324300398,98107,47.655,-122.359,560000.0,615088.344702,689835.96808,853631.668069
152,537000445,98003,47.3255,-122.304,282950.0,303066.798115,366814.656905,369480.257657
153,7855801670,98006,47.562,-122.162,2250000.0,2191714.03664,1746181.48902,1486749.08461
154,7920100045,98115,47.679,-122.3,350000.0,382557.370412,409269.28638,543389.345356
155,8960000030,98058,47.4479,-122.176,215000.0,231849.524449,279946.909383,288089.786014
156,6388930390,98056,47.525,-122.172,650000.0,690460.708363,819496.847182,896158.225371
157,8731900200,98023,47.3135,-122.369,320000.0,343066.852596,409454.647721,507811.885512
158,8029200135,98022,47.2086,-121.996,247000.0,263227.423933,293104.257407,385376.59379
159,1081200350,98059,47.4715,-122.118,320000.0,341254.395384,379358.384444,452935.990396
160,84000105,98146,47.4877,-122.335,255000.0,278191.696407,325830.461296,393041.128194
161,3756500060,98034,47.7171,-122.193,438000.0,472507.505991,531123.418574,696414.116518
162,7215720160,98075,47.6012,-122.023,900000.0,949057.188093,1046671.04177,1207257.39971
163,3574800520,98034,47.7319,-122.224,441000.0,484082.216032,581192.854483,614184.151933
164,2617300160,98027,47.4582,-122.023,420000.0,459695.398404,541663.908858,585774.541533
165,2558660270,98034,47.7209,-122.168,370000.0,401300.229771,486031.359102,545155.345672
166,2009000370,98198,47.408,-122.327,269950.0,290480.042893,319617.498953,384916.976895
167,1836980160,98006,47.565,-122.125,807100.0,865757.045804,1053181.42841,1052920.50456
168,3261020370,98034,47.7028,-122.231,653000.0,705181.322186,797152.333915,977962.901553
169,1755700060,98133,47.7458,-122.331,371500.0,406096.07611,455978.288461,478343.905929
170,4330600435,98166,47.4776,-122.337,284000.0,299393.43901,368005.861805,378722.708837
171,9542800700,98023,47.3026,-122.374,272000.0,293282.686923,346640.029942,388038.361007
172,1999700045,98133,47.7658,-122.339,313000.0,344259.516696,405524.257914,469354.928754
173,1762600070,98033,47.6477,-122.182,917500.0,854351.079411,879708.6556,608548.192488
174,1687900520,98006,47.5619,-122.125,673000.0,709203.229344,874835.675319,1065849.09526
175,7234600798,98122,47.6106,-122.31,425000.0,454910.509732,559427.754409,589113.706009
176,3881900445,98144,47.5868,-122.308,399950.0,428964.730554,482427.200671,562622.823251
177,2254502445,98122,47.6101,-122.307,385000.0,347030.698015,286489.495248,346968.663511
178,5437810320,98022,47.1976,-121.999,269950.0,296768.178793,335127.932429,424157.114421
179,9158100075,98177,47.7224,-122.358,330000.0,358454.554675,434301.497533,423711.773438
180,3830630310,98030,47.3505,-122.179,260000.0,278986.093274,314443.981696,393262.586512
181,8123100045,98126,47.5384,-122.376,470000.0,503383.029316,562708.859783,718866.786882
182,3127200041,98034,47.7044,-122.2,589000.0,562008.045951,579486.942649,484303.079872
183,6661200320,98038,47.3848,-122.039,163500.0,174952.473183,193007.662421,256124.09275
184,11510310,98052,47.6993,-122.102,835000.0,917334.732827,1030222.25964,1089236.48313
185,825059270,98033,47.6627,-122.188,1100000.0,1180149.28234,1368120.04923,1435698.64568
186,8731951370,98023,47.3099,-122.379,269000.0,294728.213257,342441.339831,396841.654647
187,1954440060,98074,47.62,-122.043,560000.0,600113.83627,695398.265003,759192.018876
188,2264500350,98103,47.65,-122.34,615000.0,665074.068102,789512.975524,876089.393613
189,1115810060,98052,47.6647,-122.153,585188.0,624443.831944,691401.192899,753028.593808
190,9477200200,98034,47.726,-122.191,305000.0,334416.021395,365854.051197,480430.842499
191,1432600560,98058,47.4616,-122.184,166950.0,180430.316425,198909.539449,259900.480906
192,2287000060,98040,47.5505,-122.219,799000.0,876788.017984,1047782.52228,1169740.82914
193,3663500060,98133,47.7606,-122.336,400000.0,420991.627946,522847.20845,520141.428071
194,3996900125,98155,47.7481,-122.3,230000.0,242411.37856,270383.581949,342948.511672
195,7796450200,98023,47.2779,-122.347,256883.0,275761.312864,312392.896356,398610.639104
196,7549802535,98108,47.5511,-122.312,423000.0,410069.81254,320217.489177,280294.582069
197,3278600320,98126,47.5488,-122.372,465000.0,504875.893046,609846.678528,606229.44547
198,2824079053,98024,47.5385,-121.911,440000.0,474691.181623,522140.835097,589382.859061
199,1222069094,98038,47.4058,-121.994,385000.0,410110.781566,486055.276863,548523.582975
200,3542300060,98056,47.5093,-122.184,210000.0,230055.689574,273252.329961,320394.072467
201,2222059065,98042,47.3777,-122.165,297000.0,280461.446146,273945.964555,187357.646648
202,7551300060,98107,47.675,-122.394,470000.0,513616.078295,567374.982552,697861.120318
203,100600550,98023,47.3025,-122.37,226500.0,216631.038791,220183.163934,212952.147669
204,3211100860,98059,47.4787,-122.158,274250.0,292677.390195,317496.748481,397399.529335
205,3456000310,98040,47.5378,-122.219,840000.0,901073.417942,1098635.20975,1080073.55252
206,9526600140,98052,47.7073,-122.114,677900.0,731216.843291,790939.117376,1089624.29183
207,7465900060,98116,47.5733,-122.381,425000.0,460906.436689,564785.330777,600478.12064
208,1222000055,98166,47.4604,-122.339,180250.0,193423.895042,214532.365056,246212.219501
209,6300000550,98133,47.7067,-122.343,464000.0,490245.052528,616305.312743,693758.14542
210,2310030510,98038,47.354,-122.047,320000.0,337344.06308,425750.23282,428760.626165
211,1025049114,98105,47.6647,-122.284,625504.0,683496.232604,829966.629171,862178.427645
212,8677300550,98074,47.6143,-122.017,592500.0,626242.668082,687865.280194,828762.844937
213,4014400292,98001,47.3185,-122.275,465000.0,507018.755007,560317.735395,664996.362427
214,1102000196,98118,47.5458,-122.268,477000.0,521237.116986,632383.059334,648169.303538
215,257000138,98168,47.4889,-122.299,280000.0,271330.015332,278133.341633,229240.814291
216,46100204,98040,47.5673,-122.21,1510000.0,1612777.55951,1859951.90648,2100551.99715
217,1909600046,98146,47.5133,-122.379,445838.0,478466.702559,569602.551106,607442.180299
218,1250202145,98144,47.5884,-122.291,1070000.0,1136229.63429,1300418.95187,1605231.71879
219,7611200125,98177,47.7145,-122.367,467000.0,498282.331177,574082.025001,684116.92284
220,5611500140,98075,47.5836,-122.026,686000.0,735853.024298,811110.253387,1075798.53171
221,7138000260,98198,47.398,-122.299,279950.0,305023.377896,357742.964802,406986.911907
222,626059335,98011,47.7663,-122.215,527000.0,565727.207837,625041.522499,722539.759407
223,1922059282,98030,47.3758,-122.217,325000.0,311305.367166,241221.13072,209070.473222
224,705700390,98038,47.3828,-122.023,328000.0,355294.071654,424702.051681,477467.379578
225,7454001200,98146,47.5123,-122.373,390000.0,425498.386444,468199.932554,515979.842033
226,8682281200,98053,47.7076,-122.013,479950.0,527499.534009,625348.528448,698455.06204
227,7972000200,98023,47.2922,-122.371,264950.0,286518.621219,325468.228652,388217.784995
228,722059070,98031,47.4075,-122.214,235000.0,223843.186763,190561.516605,219057.078734
229,7202340400,98053,47.6794,-122.034,516500.0,482771.417336,401409.735533,422493.076017
230,8096000060,98166,47.4497,-122.375,655000.0,706657.442449,859888.077042,956433.659304
231,2424000060,98059,47.5218,-122.164,500000.0,547527.661266,646708.981528,767842.70319
232,9264902050,98023,47.3103,-122.339,315000.0,331684.802386,397455.608202,404260.995215
233,943100260,98024,47.5687,-121.899,213000.0,226580.263161,279407.581859,332749.08829
234,3677400445,98108,47.5575,-122.303,475000.0,507846.484992,612573.720341,669814.114155
235,1762600320,98033,47.6489,-122.183,1030000.0,1110211.03787,1331375.19712,1499365.87756
236,4058000060,98010,47.3459,-121.95,416000.0,438113.499094,509180.339105,537840.606072
237,7228500560,98122,47.6136,-122.303,410000.0,432124.853401,513264.991505,582402.958771
238,326069104,98077,47.7641,-122.023,800000.0,792430.785114,598245.686264,751639.243665
239,5152100060,98003,47.3376,-122.324,472000.0,449750.460263,388473.695277,298980.714429
240,3584000310,98003,47.3173,-122.319,225000.0,243700.071896,284032.262001,291106.308825
241,8150100045,98126,47.5308,-122.376,210000.0,227533.006734,262402.266561,297055.659656
242,1868901275,98115,47.6727,-122.299,455000.0,496804.918379,547797.613301,649270.384907
243,6131600075,98002,47.3221,-122.216,225000.0,244223.461106,289387.378707,357245.336628
244,9468200125,98103,47.6779,-122.353,480000.0,507079.726312,586772.417806,674738.111696
245,8029510030,98023,47.3076,-122.395,363000.0,394021.838587,474913.602572,537245.914557
246,2025069065,98074,47.6338,-122.072,2400000.0,2607916.65293,3040943.59348,3219057.73506
247,7899800890,98106,47.5218,-122.357,181000.0,191569.051337,219768.146271,241195.666378
248,3021059276,98002,47.2785,-122.213,250000.0,266280.939736,293718.244178,320189.862431
249,3797001895,98103,47.6846,-122.345,481000.0,528155.958504,558077.202209,622539.140185
250,3832710960,98032,47.3656,-122.278,260000.0,279444.267609,307091.232754,414924.471014
251,1310430400,98058,47.4369,-122.111,455000.0,497004.653761,529920.887869,669623.209077
252,1422300030,98045,47.4616,-121.711,415000.0,451445.100833,496523.764383,609914.75276
253,1105000588,98118,47.5405,-122.27,349500.0,383809.987793,415737.559814,507983.734332
254,3830630060,98030,47.3507,-122.178,245000.0,260467.244334,315177.933794,371405.37214
255,5101404898,98115,47.6979,-122.32,592500.0,646598.086358,750698.299539,950180.149076
256,7972601890,98106,47.5278,-122.345,385000.0,419261.04029,469765.338044,537165.110846
257,5127001620,98059,47.4756,-122.147,315000.0,344019.788477,391299.020757,410860.225168
258,9407100800,98045,47.4437,-121.772,255000.0,270321.657485,322164.399206,347554.419726
259,1873100060,98052,47.7048,-122.109,693000.0,752329.208973,904990.636586,966921.283565
260,8722101360,98112,47.6362,-122.302,780000.0,822665.638561,982784.3194,1194887.03905
261,8644000060,98198,47.4207,-122.29,237000.0,254487.67544,278086.840502,369211.321162
262,3325069129,98074,47.6154,-122.047,525000.0,560315.689031,698667.921606,794857.119056
263,1400300055,98144,47.5964,-122.299,425000.0,462650.975799,560955.910533,671175.555148
264,2123039032,98070,47.4683,-122.438,369900.0,392212.358786,481037.26594,475733.282806
265,8078560140,98031,47.4045,-122.171,290000.0,305042.235846,369073.861389,465905.181998
266,3438500192,98106,47.5544,-122.358,285000.0,313427.396225,378723.000929,387737.472893
267,7974200510,98115,47.6802,-122.29,415000.0,449976.669929,513934.716948,552583.317567
268,2557000400,98023,47.2988,-122.371,272500.0,289865.06457,355073.036503,394790.532924
269,7960900060,98004,47.6312,-122.223,2900000.0,3165223.94075,3687323.14423,4418414.81233
270,4054500390,98077,47.7285,-122.042,1370000.0,1455935.33043,1593481.97927,2167134.36424
271,6378500125,98133,47.7107,-122.352,436000.0,466329.924434,520553.685497,585614.665782
272,1745100140,98003,47.3271,-122.323,210000.0,229711.866521,265735.054161,304506.624413
273,2976800796,98178,47.5053,-122.255,236000.0,250102.145021,282875.762847,326078.190804
274,4235400186,98199,47.6601,-122.4,331000.0,321796.653796,287521.762764,222144.199901
275,4215100060,98031,47.4145,-122.166,365000.0,391601.895592,434833.219453,516012.906439
276,9189700045,98058,47.4672,-122.165,450000.0,487482.193299,534544.416394,708428.854488
277,1126049053,98028,47.7618,-122.261,770000.0,843000.662038,984877.848434,1144791.82431
278,2022069200,98038,47.3828,-122.071,455000.0,483336.926804,579235.462561,671585.322124
279,9412900055,98118,47.5362,-122.268,405000.0,432324.581036,473153.380891,556062.665331
280,1722059235,98031,47.3954,-122.206,304900.0,327980.73757,384095.986564,397175.111379
281,6874200960,98178,47.5048,-122.272,170000.0,179375.988973,209564.110964,226146.902576
282,7424700045,98122,47.6166,-122.287,2050000.0,2182070.47974,2693179.32755,3235150.47044
283,7202360350,98053,47.6811,-122.025,780000.0,838298.273104,929587.191744,1120431.4213
284,5634500392,98028,47.7486,-122.23,330000.0,348400.494338,398217.079767,423415.009088
285,1509500060,98030,47.3846,-122.169,370000.0,401388.806084,455433.445814,575062.941568
286,7214810350,98072,47.7564,-122.144,467000.0,510736.070111,587348.004974,653158.561676
287,6647200060,98034,47.7198,-122.193,405000.0,440174.990687,480152.600629,601297.661893
288,9552700140,98006,47.5461,-122.151,675000.0,713742.28983,880817.979793,864722.123448
289,2200500350,98006,47.5712,-122.143,500000.0,549620.784393,664814.973357,725248.281839
290,6113400046,98166,47.4281,-122.343,389999.0,418361.417173,471700.825558,612368.049508
291,6619910140,98034,47.7128,-122.223,630000.0,678622.615734,812174.303266,954993.489711
292,1115450240,98001,47.3341,-122.255,360000.0,379751.983271,431259.937391,569349.143108
293,6073240060,98056,47.5399,-122.181,580000.0,637296.042474,671447.230981,788657.201885
294,9297300045,98126,47.5717,-122.375,550000.0,598269.544868,680704.212246,849676.940234
295,9510920070,98075,47.5951,-122.017,879000.0,928049.72392,1045243.88903,1366588.30787
296,5468730030,98042,47.3536,-122.144,265000.0,281924.495723,310773.531725,360280.385901
297,8079030390,98059,47.5084,-122.154,446500.0,477588.047075,533135.762394,671607.826358
298,600000152,98108,47.5586,-122.311,404000.0,436369.307649,507253.008586,632992.530513
299,1840000030,98188,47.4427,-122.274,267500.0,285880.538821,343812.462544,380323.732654
300,3225069065,98074,47.6053,-122.077,3080000.0,3278701.08122,3775179.08087,4524590.97891
301,3260800030,98003,47.3494,-122.301,335000.0,362495.865807,397508.044395,511420.646278
302,2747100024,98117,47.6933,-122.393,576000.0,529026.743629,563061.506745,545186.569382
303,5104530560,98038,47.3537,-122.0,208633.0,228300.365008,261392.80662,315620.042006
304,4330600350,98166,47.476,-122.337,315000.0,342563.266104,381698.632671,439831.034252
305,5016001535,98112,47.6239,-122.298,725000.0,768294.304217,870746.829768,1154475.46881
306,7280300196,98177,47.7776,-122.384,550000.0,593823.076937,651209.526584,800376.952832
307,8651520400,98074,47.6459,-122.058,610750.0,650640.752098,811085.855375,888723.411433
308,7171200445,98105,47.6692,-122.297,550700.0,589061.624467,718871.410225,803433.706801
309,3204800200,98056,47.5376,-122.18,665000.0,705253.684536,774902.742279,941362.383221
310,3416600800,98144,47.601,-122.294,834000.0,898579.238406,1022460.62845,1162944.23731
311,7994700030,98065,47.529,-121.837,201000.0,218541.686032,234688.780683,259208.49864
312,1860600135,98119,47.6345,-122.367,2380000.0,2514790.2644,3054112.96231,3781235.65209
313,4139480200,98006,47.5503,-122.102,1380000.0,1515104.16983,1696148.63995,2082819.69834
314,4139480200,98006,47.5503,-122.102,1400000.0,1481715.66134,1700407.60882,1882170.09244
315,1328320800,98058,47.4441,-122.125,305000.0,328200.925371,381894.670453,433132.78556
316,7771300125,98133,47.7357,-122.333,487000.0,513880.984538,629447.849957,727615.914519
317,3422059208,98042,47.346,-122.157,390000.0,384605.853351,353507.13866,272372.323855
318,9521101455,98103,47.6638,-122.345,548000.0,528294.573023,520461.466699,414864.076872
319,4337000335,98166,47.48,-122.336,268750.0,284758.433428,342533.554347,354168.390407
320,325059286,98052,47.6759,-122.151,819900.0,879292.573857,973247.419697,1223505.15482
321,2597650240,98027,47.5162,-122.057,520000.0,568238.328337,682469.922441,738471.89418
